Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
MFG/24-25/521976,2024-07-02 09:32:00,Factory Security & Compliance,Tirupur Spinning Mills,261882.54,0.0,Bill passing for factory security & compliance against PO ref #6410,Export Division,works_mgr_patel
MFG/24-25/503367,2024-05-19 17:20:00,Packing & Trims Purchase,Shree Ganesh Embroidery,4088.51,0.0,Bill passing for packing & trims purchase against PO ref #6856,Finishing & Packaging,accts_manish
MFG/24-25/510558,2025-03-22 15:20:00,Raw Material - Grey Fabric,Balaji Job Workers Ltd,5378.43,0.0,Bill passing for raw material - grey fabric against PO ref #6637,Stitching Unit 1,accts_manish
MFG/24-25/505083,2024-06-02 09:02:00,Machinery Repairs & Spares,Shree Ganesh Embroidery,7381.33,0.0,Bill passing for machinery repairs & spares against PO ref #9900,Weaving Dept,accts_manish
MFG/24-25/SPL-601085,2024-10-13 18:27:00,Direct Factory Wages,Om Sai Labour Contractors,48664.66,0.0,Job work voucher below limit clearance - Batch #667,Stitching Unit 1,accts_manish
MFG/24-25/515754,2024-04-20 15:28:00,Dyeing & Printing Charges,K-Tex Processing Mills,8582.87,0.0,Bill passing for dyeing & printing charges against PO ref #1488,Spinning Unit,accts_manish
MFG/24-25/EST-700878,2025-01-22 15:20:00,Machinery Repairs & Spares,Zenith Dyeing & Processing,84539.0,0.0,Estimated invoice booking ref #EST-84539,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/507305,2024-12-27 15:38:00,Embroidery & Job Work Charges,Zenith Dyeing & Processing,1849.32,0.0,Bill passing for embroidery & job work charges against PO ref #3541,Export Division,works_mgr_patel
MFG/24-25/512566,2024-10-19 12:00:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,18350.57,Bill passing for finished goods domestic sales against PO ref #9046,Spinning Unit,finance_head
MFG/24-25/522476,2024-09-06 18:19:00,Packing & Trims Purchase,K-Tex Processing Mills,1129.1,0.0,Bill passing for packing & trims purchase against PO ref #6999,Spinning Unit,works_mgr_patel
MFG/24-25/512846,2024-08-31 19:47:00,Raw Material - Cotton Yarn,SuperTech Boiler Solutions,63194.83,0.0,Bill passing for raw material - cotton yarn against PO ref #9647,Finishing & Packaging,sr_accountant_gupta
MFG/24-25/514118,2024-07-29 13:28:00,Direct Factory Wages,Royal Industrial Spares,31051.72,0.0,Bill passing for direct factory wages against PO ref #2725,Spinning Unit,accts_manish
MFG/24-25/511584,2024-06-07 14:23:00,Raw Material - Cotton Yarn,Vardhman Yarns & Threads,31424.65,0.0,Bill passing for raw material - cotton yarn against PO ref #4114,Stitching Unit 1,works_mgr_patel
MFG/24-25/522603,2024-08-16 16:03:00,Raw Material - Grey Fabric,Balaji Job Workers Ltd,14731.84,0.0,Bill passing for raw material - grey fabric against PO ref #5225,Weaving Dept,accts_manish
MFG/24-25/509835,2024-12-07 17:09:00,Direct Factory Wages,Apex Button & Zippers,49745.07,0.0,Bill passing for direct factory wages against PO ref #6657,Stitching Unit 2,finance_head
MFG/24-25/515301,2025-02-22 18:50:00,Sub-contracting Fabrication,Modern Trims & Labels,102141.79,0.0,Bill passing for sub-contracting fabrication against PO ref #9116,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/EST-703187,2024-06-27 10:20:00,Machinery Repairs & Spares,Zenith Dyeing & Processing,971940.0,0.0,Estimated invoice booking ref #EST-97194,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/DUP-801898,2025-01-26 17:57:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,317664.01,0.0,Purchase bill passed against invoice ref INV-SURAT-8948 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/511099,2024-06-03 11:16:00,Direct Factory Wages,Royal Industrial Spares,500.0,0.0,Bill passing for direct factory wages against PO ref #7127,Export Division,works_mgr_patel
MFG/24-25/520299,2024-06-22 18:55:00,Sub-contracting Fabrication,Global Freight Forwarders,12237.32,0.0,Bill passing for sub-contracting fabrication against PO ref #4179,Stitching Unit 2,finance_head
MFG/24-25/509062,2024-05-04 13:46:00,Embroidery & Job Work Charges,Surat Textiles Hub Pvt Ltd,145100.98,0.0,Bill passing for embroidery & job work charges against PO ref #3436,Weaving Dept,works_mgr_patel
MFG/24-25/503269,2024-09-07 18:03:00,Embroidery & Job Work Charges,Om Sai Labour Contractors,23287.83,0.0,Bill passing for embroidery & job work charges against PO ref #3792,Spinning Unit,accts_suresh
MFG/24-25/507260,2025-03-24 16:21:00,Direct Factory Wages,Modern Trims & Labels,27999.14,0.0,Bill passing for direct factory wages against PO ref #3358,Spinning Unit,sr_accountant_gupta
MFG/24-25/502327,2024-11-24 11:40:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,2563.75,Bill passing for finished goods domestic sales against PO ref #4894,Dyeing & Wet Processing,accts_suresh
MFG/24-25/511469,2025-01-08 10:13:00,Direct Factory Wages,Om Sai Labour Contractors,16493.96,0.0,Bill passing for direct factory wages against PO ref #2437,Dyeing & Wet Processing,accts_suresh
MFG/24-25/505146,2024-04-08 16:17:00,Raw Material - Cotton Yarn,Balaji Job Workers Ltd,1471.85,0.0,Bill passing for raw material - cotton yarn against PO ref #4592,Stitching Unit 1,works_mgr_patel
MFG/24-25/513411,2024-05-10 14:17:00,Export Sales (Apparel),Euro Fashion Brands,0.0,14542.92,Bill passing for export sales (apparel) against PO ref #4008,Spinning Unit,accts_manish
MFG/24-25/512782,2025-03-31 16:38:00,Export Freight & Clearing,Om Sai Labour Contractors,994.0,0.0,Bill passing for export freight & clearing against PO ref #2506,Spinning Unit,sr_accountant_gupta
MFG/24-25/514473,2024-10-16 16:10:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,4004.35,Bill passing for finished goods domestic sales against PO ref #7520,Export Division,accts_manish
MFG/24-25/504776,2024-12-13 13:13:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,16609.05,Bill passing for finished goods domestic sales against PO ref #4986,Finishing & Packaging,accts_manish
MFG/24-25/508580,2025-03-01 18:32:00,Raw Material - Cotton Yarn,Star Export Logistics,6164.28,0.0,Bill passing for raw material - cotton yarn against PO ref #4127,Stitching Unit 2,finance_head
MFG/24-25/500410,2024-04-02 12:21:00,Finished Goods Domestic Sales,Overseas Buyer Corp (USA),0.0,761881.9,Bill passing for finished goods domestic sales against PO ref #6955,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/509876,2024-10-15 09:47:00,Direct Factory Wages,Balaji Job Workers Ltd,4376.62,0.0,Bill passing for direct factory wages against PO ref #7229,Export Division,accts_suresh
MFG/24-25/500142,2024-08-24 14:47:00,Embroidery & Job Work Charges,SuperTech Boiler Solutions,10470.54,0.0,Bill passing for embroidery & job work charges against PO ref #9690,Stitching Unit 2,finance_head
MFG/24-25/509446,2024-04-16 18:12:00,Finished Goods Domestic Sales,Euro Fashion Brands,0.0,26882.01,Bill passing for finished goods domestic sales against PO ref #9797,Export Division,sr_accountant_gupta
MFG/24-25/510568,2024-09-06 09:31:00,Direct Factory Wages,Modern Trims & Labels,11617.82,0.0,Bill passing for direct factory wages against PO ref #2829,Spinning Unit,works_mgr_patel
MFG/24-25/510809,2025-02-07 19:19:00,Export Sales (Apparel),Euro Fashion Brands,0.0,48513.57,Bill passing for export sales (apparel) against PO ref #9439,Stitching Unit 2,finance_head
MFG/24-25/505037,2024-06-03 14:31:00,Finished Goods Domestic Sales,Trends Retail India,0.0,63228.95,Bill passing for finished goods domestic sales against PO ref #9471,Stitching Unit 2,finance_head
MFG/24-25/506422,2024-05-01 16:37:00,Raw Material - Grey Fabric,Vardhman Yarns & Threads,19014.83,0.0,Bill passing for raw material - grey fabric against PO ref #5163,Export Division,accts_manish
MFG/24-25/502281,2024-04-19 14:01:00,Machinery Repairs & Spares,Om Sai Labour Contractors,54148.56,0.0,Bill passing for machinery repairs & spares against PO ref #9346,Stitching Unit 1,accts_suresh
MFG/24-25/506634,2024-08-03 14:08:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,17871.64,Bill passing for export sales (apparel) against PO ref #3821,Spinning Unit,accts_manish
MFG/24-25/514697,2024-07-31 14:14:00,Export Sales (Apparel),Overseas Buyer Corp (USA),0.0,102126.56,Bill passing for export sales (apparel) against PO ref #7325,Finishing & Packaging,accts_manish
MFG/24-25/520570,2024-09-23 15:04:00,Dyeing & Printing Charges,Royal Industrial Spares,2500.73,0.0,Bill passing for dyeing & printing charges against PO ref #3910,Stitching Unit 1,accts_suresh
MFG/24-25/505655,2024-06-03 09:13:00,Raw Material - Grey Fabric,Royal Industrial Spares,11658.68,0.0,Bill passing for raw material - grey fabric against PO ref #5943,Export Division,sr_accountant_gupta
MFG/24-25/SPL-600333,2024-04-16 11:33:00,Embroidery & Job Work Charges,Balaji Job Workers Ltd,48270.03,0.0,Job work voucher below limit clearance - Batch #504,Stitching Unit 2,accts_manish
MFG/24-25/507761,2025-02-14 11:01:00,Finished Goods Domestic Sales,Trends Retail India,0.0,1383.39,Bill passing for finished goods domestic sales against PO ref #5085,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/SPL-603726,2024-04-12 10:08:00,Sub-contracting Fabrication,Apex Button & Zippers,49192.39,0.0,Job work voucher below limit clearance - Batch #355,Stitching Unit 2,accts_manish
MFG/24-25/521846,2025-03-24 09:19:00,Export Sales (Apparel),Overseas Buyer Corp (USA),0.0,10193.44,Bill passing for export sales (apparel) against PO ref #1250,Finishing & Packaging,works_mgr_patel
MFG/24-25/507904,2025-02-09 16:29:00,Dyeing & Printing Charges,Vardhman Yarns & Threads,13245.29,0.0,Bill passing for dyeing & printing charges against PO ref #8626,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/504093,2024-04-03 10:02:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,2993.48,Bill passing for export sales (apparel) against PO ref #9720,Export Division,sr_accountant_gupta
MFG/24-25/506632,2025-03-04 18:11:00,Packing & Trims Purchase,K-Tex Processing Mills,10467.19,0.0,Bill passing for packing & trims purchase against PO ref #9440,Weaving Dept,accts_suresh
MFG/24-25/502105,2025-03-02 14:01:00,Sample Development Expenses,Modern Trims & Labels,2417.87,0.0,Bill passing for sample development expenses against PO ref #5761,Spinning Unit,works_mgr_patel
MFG/24-25/DUP-802080,2024-09-21 17:09:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,178978.74,0.0,Purchase bill passed against invoice ref INV-SURAT-9039 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/SPL-600994,2024-05-25 10:07:00,Embroidery & Job Work Charges,Apex Button & Zippers,48638.19,0.0,Job work voucher below limit clearance - Batch #486,Stitching Unit 2,accts_manish
MFG/24-25/DUP-800003,2024-06-10 16:46:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,183183.4,0.0,Purchase bill passed against invoice ref INV-SURAT-8001 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/516036,2024-07-01 13:23:00,Direct Factory Wages,Vardhman Yarns & Threads,4299.83,0.0,Bill passing for direct factory wages against PO ref #1939,Weaving Dept,accts_manish
MFG/24-25/DUP-800299,2024-05-18 12:49:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,346671.95,0.0,Purchase bill passed against invoice ref INV-SURAT-8149 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/520209,2024-12-21 09:52:00,Machinery Repairs & Spares,Modern Trims & Labels,14873.23,0.0,Bill passing for machinery repairs & spares against PO ref #6938,Export Division,sr_accountant_gupta
MFG/24-25/511015,2024-06-10 13:17:00,Direct Factory Wages,Tirupur Spinning Mills,16484.7,0.0,Bill passing for direct factory wages against PO ref #1125,Spinning Unit,works_mgr_patel
MFG/24-25/517312,2024-08-08 13:50:00,Embroidery & Job Work Charges,K-Tex Processing Mills,3519.43,0.0,Bill passing for embroidery & job work charges against PO ref #1172,Export Division,accts_suresh
MFG/24-25/513892,2024-11-07 14:01:00,Export Sales (Apparel),Trends Retail India,0.0,4524.65,Bill passing for export sales (apparel) against PO ref #9903,Finishing & Packaging,finance_head
MFG/24-25/EST-701859,2024-11-14 17:55:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),93941.0,0.0,Estimated invoice booking ref #EST-93941,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/509334,2024-12-04 09:08:00,Boiler Fuel & Power Costs,Shree Ganesh Embroidery,3247.9,0.0,Bill passing for boiler fuel & power costs against PO ref #6685,Weaving Dept,works_mgr_patel
MFG/24-25/501923,2025-03-07 15:51:00,Raw Material - Cotton Yarn,Zenith Dyeing & Processing,8953.22,0.0,Bill passing for raw material - cotton yarn against PO ref #2244,Stitching Unit 1,accts_suresh
MFG/24-25/500701,2024-11-07 11:50:00,Dyeing & Printing Charges,Star Export Logistics,4173.81,0.0,Bill passing for dyeing & printing charges against PO ref #4970,Spinning Unit,accts_manish
MFG/24-25/525948,2025-02-11 18:42:00,Factory Security & Compliance,SuperTech Boiler Solutions,65146.84,0.0,Bill passing for factory security & compliance against PO ref #8911,Stitching Unit 2,finance_head
MFG/24-25/SPL-600046,2024-07-24 12:26:00,Direct Factory Wages,Shree Ganesh Embroidery,49741.89,0.0,Job work voucher below limit clearance - Batch #588,Stitching Unit 2,accts_manish
MFG/24-25/510741,2024-05-03 14:09:00,Boiler Fuel & Power Costs,Vardhman Yarns & Threads,47984.04,0.0,Bill passing for boiler fuel & power costs against PO ref #3964,Stitching Unit 2,accts_suresh
MFG/24-25/519367,2024-04-25 17:19:00,Dyeing & Printing Charges,Apex Button & Zippers,19818.05,0.0,Bill passing for dyeing & printing charges against PO ref #2765,Export Division,finance_head
MFG/24-25/SPL-602142,2024-09-22 11:58:00,Direct Factory Wages,Om Sai Labour Contractors,48880.59,0.0,Job work voucher below limit clearance - Batch #545,Stitching Unit 2,accts_manish
MFG/24-25/520491,2024-04-26 15:08:00,Dyeing & Printing Charges,Star Export Logistics,7122.32,0.0,Bill passing for dyeing & printing charges against PO ref #4732,Dyeing & Wet Processing,accts_manish
MFG/24-25/525430,2024-07-27 09:37:00,Boiler Fuel & Power Costs,Apex Button & Zippers,4931.4,0.0,Bill passing for boiler fuel & power costs against PO ref #5502,Weaving Dept,works_mgr_patel
MFG/24-25/500844,2024-08-23 13:59:00,Raw Material - Cotton Yarn,Surat Textiles Hub Pvt Ltd,75399.72,0.0,Bill passing for raw material - cotton yarn against PO ref #5901,Finishing & Packaging,sr_accountant_gupta
MFG/24-25/508118,2024-09-27 17:18:00,Packing & Trims Purchase,Star Export Logistics,8552.71,0.0,Bill passing for packing & trims purchase against PO ref #4434,Spinning Unit,accts_manish
MFG/24-25/513556,2024-12-24 18:57:00,Direct Factory Wages,Zenith Dyeing & Processing,3887.67,0.0,Bill passing for direct factory wages against PO ref #7369,Dyeing & Wet Processing,sr_accountant_gupta
MFG/24-25/521206,2025-02-20 17:52:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,74471.38,0.0,Bill passing for raw material - grey fabric against PO ref #4792,Dyeing & Wet Processing,accts_suresh
MFG/24-25/522590,2024-04-08 19:23:00,Direct Factory Wages,Vardhman Yarns & Threads,222933.57,0.0,Bill passing for direct factory wages against PO ref #1020,Export Division,sr_accountant_gupta
MFG/24-25/514988,2024-11-20 14:50:00,Raw Material - Grey Fabric,Star Export Logistics,16030.35,0.0,Bill passing for raw material - grey fabric against PO ref #7819,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/515889,2024-05-31 19:04:00,Finished Goods Domestic Sales,Trends Retail India,0.0,17284.06,Bill passing for finished goods domestic sales against PO ref #1711,Export Division,accts_manish
MFG/24-25/511052,2024-04-22 09:00:00,Raw Material - Cotton Yarn,Tirupur Spinning Mills,16664.81,0.0,Bill passing for raw material - cotton yarn against PO ref #9903,Export Division,accts_suresh
MFG/24-25/500566,2024-10-15 12:47:00,Sample Development Expenses,SuperTech Boiler Solutions,86964.15,0.0,Bill passing for sample development expenses against PO ref #6728,Stitching Unit 1,accts_suresh
MFG/24-25/518536,2025-02-08 09:59:00,Embroidery & Job Work Charges,Vardhman Yarns & Threads,27961.45,0.0,Bill passing for embroidery & job work charges against PO ref #2047,Stitching Unit 2,accts_suresh
MFG/24-25/505042,2025-01-18 12:19:00,Boiler Fuel & Power Costs,Modern Trims & Labels,5798.38,0.0,Bill passing for boiler fuel & power costs against PO ref #5200,Export Division,accts_manish
MFG/24-25/EST-701115,2024-07-09 18:56:00,Machinery Repairs & Spares,Royal Industrial Spares,938570.0,0.0,Estimated invoice booking ref #EST-93857,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/511225,2024-04-21 13:25:00,Export Freight & Clearing,K-Tex Processing Mills,9919.27,0.0,Bill passing for export freight & clearing against PO ref #1091,Finishing & Packaging,works_mgr_patel
MFG/24-25/DUP-800095,2025-02-02 13:58:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,367705.44,0.0,Purchase bill passed against invoice ref INV-SURAT-8047 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/519920,2024-05-28 09:54:00,Raw Material - Cotton Yarn,Shree Ganesh Embroidery,3113.78,0.0,Bill passing for raw material - cotton yarn against PO ref #2846,Stitching Unit 1,works_mgr_patel
MFG/24-25/507212,2024-12-17 17:46:00,Direct Factory Wages,Balaji Job Workers Ltd,28841.18,0.0,Bill passing for direct factory wages against PO ref #7398,Stitching Unit 1,finance_head
MFG/24-25/509722,2024-10-28 10:12:00,Sample Development Expenses,Surat Textiles Hub Pvt Ltd,1490.64,0.0,Bill passing for sample development expenses against PO ref #2560,Weaving Dept,sr_accountant_gupta
MFG/24-25/511761,2024-10-15 19:28:00,Sample Development Expenses,Vardhman Yarns & Threads,51603.73,0.0,Bill passing for sample development expenses against PO ref #6778,Weaving Dept,works_mgr_patel
